,0,1
2368,cantikkkkkkkk,cantik
2369,batwc,banget
2370,kamyuhhh,kamu
2371,dbwh,dibawah
2372,bukti2,bukti-bukti
2373,senenggg,senang
2374,mao,mau
2375,murhan,murahan
2376,prwtn,perawatan
2377,wjh,wajah
2378,bgettt,banget
2379,mereka2,mereka-mereka
2380,pakke,pakai
2381,dipake,dipakai
2382,ktergantungan,ketergantungan
2383,prwatn,perawatan
2384,ngebuktiin,membuktikan
2385,hslnya,hasilnya
2386,awal2,awal-awal
2387,setabil,stabil
2388,maksih,terima kasih
2389,gratiss,gratis
2390,bbrpa,beberapa
2391,"gara""",gara-gara
2392,"benar""",benar-benar
2393,ajaibb,ajaib
2394,pokonya,pokoknya
2395,setujuuu,setuju
2396,digituin,dibegitukan
2397,sekolahin,sekolahkan
2398,ajarin,ajarkan
2399,sendirii,sendiri
2400,mrnghadapi,menghadapi
2401,apalg,apalagi
2402,naka,nakal
2403,sdkt,sedikit
2404,besar2in,besar-besarkan
2405,bgmana,bagaimana
2406,s*inetr*n,sinetron
2407,mrusak,merusak
2408,mndpt,mendapat
2409,skt,sakit
2410,sebnyak,sebanyak
2411,terburu2,terburu-buru
2412,baik2,baik-baik
2413,ngumpat2,mengumpat-ngumpat
2414,nantangin,menantang
2415,ngegampar,menggampar
2416,ngelaporin,melaporkan
2417,salahin,salahkan
2418,gabisa,enggak bisa
2419,konsekwensi,konsekuensi
2420,muliany,mulianya
2421,mungki,mungkin
2422,lngsung,langsung
2423,tsb,tersebut
2424,t4,tempat
2425,bacahalah,bacalah
2426,dikerasin,dikerasi
2427,gkkan,enggak akan
2428,ngulangin,mengulangi
2429,bedaa,beda
2430,pnyaa,punya
2431,bol3h,boleh
2432,ngadu,mengadu
2433,ketauan,ketahuan
2434,dimarahin,dimarahi
2435,nyelesain,menyelesaikan
2436,troma,trauma
2437,kerasin,kerasi
2438,kamu2,kamu-kamu
2439,cewer,jewer
2440,bilanh,bilang
2441,jwban,jawaban
2442,nuduh,menuduh
2443,ngatur,mengatur
2444,rajin2,rajin-rajin
2445,bacaaaa,baca
2446,kekk,kayak
2447,jungkiir,jungkir
2448,gunaa,guna
2449,bales2in,balas-membalas
2450,orangg,orang
2451,tauuuu,tau
2452,byak,banyak
2453,kepad,kepada
2454,bantuanny,bantuannya
2455,ttinggi,tinggi
2456,perna,pernah
2457,grgr,gara-gara
2458,jari2,jari-jari
2459,pukulin,pukuli
2460,bengkak2,bengkak-bengkak
2461,komentarin,mengomentari
2462,bijak2,bijak-bijak
2463,lama2,lama-lama
2464,menurur,menurut
2465,tipe2,tipe-tipe
2466,diliat,dilihat
2467,liatlah,lihatlah
2468,teguran2,teguran-teguran
2469,gr2,gara-gara
2470,gamau,enggak mau
2471,skolah,sekolah
2472,pdahal,padahal
2473,klas,kelas
2474,tkut,takut
2475,grunya,gurunya
2476,pndah,pindah
2477,liat2,lihat-lihat
2478,masukin,memasuki
2479,dilindungin,dilindungi
2480,kasiaannn,kasihan
2481,miring2,miring-miring
2482,tinggalin,tinggalkan
2483,kaitannha,kaitannya
2484,sud,sudah
2485,pinter,pintar
2486,rana,ranah
2487,thdp,terhadap
2488,scr,secara
2489,bhkn,bahkan
2490,justeru,justru
2491,ngatai,mengatai
2492,kln,kalian
2493,sukak,suka
2494,termuraaahhhh,termurah
2495,brkunjun,berkunjung
2496,suarranya,suaranya
2497,"bner""",benar-benar
2498,iu,itu
2499,bgussss,bagus
2500,kmaren,kemarin
2501,ambilin,mengambil
2502,biasaaaa,biasa
2503,luuuaar,luar
2504,redho,ridho
2505,rezki,rezeki
2506,kepd,kepada
2507,luaarrr,luar
2508,biasaaa,biasa
2509,jadilh,jadilah
2510,bnr,benar
2511,terhaaru,terharu
2512,orrunya,orang tuanya
2513,flm,film
2514,kalok,kalo
2515,adek2,adek-adek
2516,loncatt,loncat
2517,hampasss,hempas
2518,tehh,teh
2519,bunga2,bunga-bunga
2520,apaaan,apaan
2521,ampuuunn,ampun
2522,daaah,dah
2523,bangetttttt,banget
2524,ituh,itu
2525,cantiiikk,cantik
2526,suaranyaaaaaa,suaranya
2527,idoolaaa,idola
2528,pulaa,pula
2529,penyanyi2,penyanyi-penyanyi
2530,wiih,wih
2531,apaa,apa
2532,miriip,mirip
2533,allaahh,allah
2534,ajahhh,saja
2535,trims,terima kasih
2536,dehat,sehat
2537,salammmm,salam
2538,hari2,hari-hari
2539,sihat,sehat
2540,buruann,buruan
2541,rekomendain,rekomendasikan
2542,trussss,terus
2543,bangt,banget
2544,cepet,cepat
2545,pesen,pesan
2546,boong,bohong
2547,prawatan,perawatan
2548,mkin,makin
2549,dimao,dimau
2550,dijadiin,dijadikan
2551,silahkn,silakan
2552,kasiatnya,khasiatnya
2553,"minyak""an",minyak-minyakan
2554,suksess,sukses
2555,prodak,produk
2556,trasa,terasa
2557,minpi,mimpi
2558,bner2,benar-benar
2559,mutihin,memutihkan
2560,smster,semester
2561,kmren,kemarin
2562,ucull,lucu
2563,"ngomong""",ngomong-ngomong
2564,udehh,sudah
2565,syngnya,sayangnya
2566,dipermainin,dipermainkan
2567,kocakkk,kocak
2568,dasarrr,dasar
2569,waaaaw,wow
2570,cannnnntikkkkkkk,cantik
2571,mukax,mukanya
2572,cantikx,cantiknya
2573,fatanik,fanatik
2574,protestin,protestan
2575,kakau,kalau
2576,marh,marah
2577,emngnya,memangnya
2578,cantiknyaa,cantiknya
2579,darpada,daripada
2580,cooooooocok,cocok
2581,pkk,pakai
2582,sling,saling
2583,agama'ny,agamanya
2584,bilng,bilang
2585,prcy,percaya
2586,lurusin,meluruskan
2587,biri,biru
2588,luco,lucu
2589,ultha,ultah
2590,batikk,batik
2591,arab2,arab-arab
2592,luchu,lucu
2593,baguss,bagus
2594,sedihhh,sedih
2595,syang,sayang
2596,ngasi,mengasih
2597,naaaak,nak
2598,astafirullah,astagfirullah
2599,peragain,peragakan
2600,shayyy,say
2601,anjaayy,anjay
2602,shay,say
2603,ngilerrrr,mengiler
2604,woyyy,woy
2605,shaaaay,say
2606,hempaass,hempas
2607,sayyy,say
2608,shayy,say
2609,syantiek,cantik
2610,njay,anjay
2611,hehh,eh
2612,cantik2,cantik-cantik
2613,kam,kamu
2614,ingeet,ingat
2615,sblh,sebelah
2616,nawarin,menawari
2617,amiiiiin,amin
2618,jauhhh,jauh
2619,waaahhh,wah
2620,ajakin,mengajak
2621,mntn,mantan
2622,ade,adek
2623,luhhh,lu
2624,yooookkk,yuk
2625,jrnk,jarang
2626,"jelas""",jelas-jelas
2627,kayax,kayak
2628,dblkng,dibelakang
2629,anjirr,anjir
2630,mirippp,mirip
2631,sangattt,sangat
2632,iyap,iya
2633,mayann,lumayan
2634,autuhh,tau tuh
2635,atutt,takut
2636,ketara,tertara
2637,giniii,begini
2638,mbaaass,mbak
2639,bund,bunda
2640,bangeeettt,banget
2641,almh,almarhumah
2642,temenkuuh,temanku
2643,suami'y,suaminya
2644,bngeeeetttt,banget
2645,entr,entar
2646,kyax,kayak
2647,cuantikkk,cantik
2648,mksdnya,maksudnya
2649,kaaaaaaaaaakkkkkkkkkkk,kak
2650,kucing'y,kucingnya
2651,nama'in,namai
2652,panggilan'ya,panggilannya
2653,panggilan'y,panggilannya
2654,z,saja
2655,kalw,kalau
2656,tips2,tips-tips
2657,alu,aku
2658,ngerrrriiii,ngeri
2659,ngriii,mengiri
2660,amatt,amat
2661,smpai,sampai
2662,kox,kok
2663,tmbah,tambah
2664,cntikk,cantik
2665,pkee,pakai
2666,smkin,semakin
2667,amiiiiinnn,amin
2668,bgmna,bagaimana
2669,ssorg,seseorang
2670,hdpn,hadapan
2671,foto2,foto-foto
2672,mnambh,menambah
2673,ktaatan,ketaatan
2674,stju,setuju
2675,cantikkkkkk,cantik
2676,dilepas2,dilepas-lepas
2677,tehhh,teh
2678,istiqomahhh,istikamah
2679,tehhhh,teh
2680,prodaknya,produknya
2681,imutt,imut
2682,amu,kamu
2683,nahh,nah
2684,mauuuuuuu,mau
2685,jilbb,jilbab
2686,tmn,teman
2687,ndut,gendut
2688,ngecek,mengecek
2689,psti,pasti
2690,penasarn,penasaran
2691,cuyy,cuy
2692,astauviruloh,astagfirullah
2693,paaak,pak
2694,diajarin,diajari
2695,gawl,gaul
2696,kecr,kece
2697,iih,ih
2698,laaaah,lah
2699,aned,banget
2700,gingsungny,gingsulnya
2701,blh,boleh
2702,cariin,carikan
2703,kenceng,kencang
2704,cuanti,cantik
2705,mbanya,mbaknya
2706,knlan,kenalan
2707,mbaakk,mbak
2708,mrka,mereka
2709,nyusahhin,menyusahkan
2710,byaran,bayaran
2711,wlawpun,walaupun
2712,sedangkn,sedangkan
2713,tnpa,tanpa
2714,bnggain,banggakan
2715,nyusahin,menyusahkan
2716,malu2in,malu-malui
2717,dibanggain,dibanggakan
2718,wlau,walau
2719,komenan,komentar
2720,"bangga""in",membangga-banggakan
2721,krya,karya
2722,"bilang""",bilang-bilang
2723,tinggall,tinggal
2724,dmna,dimana
2725,dripda,daripada
2726,bangga2in,membangga-banggakan
2727,dibnggain,dibanggakan
2728,karya2,karya-karya
2729,drimana,darimana
2730,ngepake',memakai
2731,gksalah,enggak salah
2732,nuntut,menuntut
2733,ngebiarin,membiarkan
2734,bhas,bahas
2735,lagu'y,lagunya
2736,jadiin,jadikan
2737,diem,diam
2738,nyampah,menyampah
2739,"mba""",mbak-mbak
2740,bukan'a,bukannya
2741,tappi,tapi
2742,kalli,kali
2743,pacara,pacaran
2744,"ngerebut""",merebut-rebut
2745,lluu,lu
2746,mbaa,mbak
2747,ngerussak,merusak
2748,"bela""in",membela-bela
2749,bellain,membela
2750,kallo,kalo
2751,coment,komentar
2752,dewassa,dewasa
2753,comnet,komen
2754,"pikir""",pikir-pikir
2755,kaya'a,kayanya
2756,kuyyy,yuk
2757,kitaa,kita
2758,sgtu'y,sebegitunya
2759,ngebelain,membela
2760,tpii,tapi
2761,"karya""",karya-karya
2762,do,di
2763,cali,caci
2764,penghrgaan,penghargaan
2765,ajjh,saja
2766,lbihh,lebih
2767,baikk,baik
2768,drii,dari
2769,"artist""",artis-artis
2770,"maki""",maki-maki
2771,sendirinnya,sendirinya
2772,stidaknya,setidaknya
2773,may,mau
2774,trbaikk,terbaik
2775,punn,pun
2776,mengikutii,mengikuti
2777,atassan,atasan
2778,klauu,kalau
2779,jngnn,jangan
2780,so,sok
2781,sendirinyya,sendirinya
2782,frestasiii,prestasi
2783,mst,mesti
2784,add,ada
2785,see,sih
2786,sibukx,sibuknya
2787,in,ini
2788,katanyaa,katanya
2789,lawaaaas,lawas
2790,kocaaaak,kocak
2791,syng,sayang
2792,adenya,adeknya
2793,pkoknyaa,pokoknya
2794,dsana,disana
2795,dua2nya,dua-duanya
2796,sichhhhhhhhhh,sih
2797,nampak,menampak
2798,tetehh,teteh
2799,wooowww,wow
2800,cobain,mencoba
2801,muga,moga
2802,kenalin,memperkenalkan
2803,janka,jangka
2804,wawwwww,wow
2805,waaaww,wow
2806,waaawwww,wow
2807,mantapp,mantap
2808,cobaaa,coba
2809,kageet,kaget
2810,bangettttttt,banget
2811,oplas,operasi plastik
2812,nambahh,bertambah
2813,paripurnahh,paripurna
2814,wanitah,wanita
2815,indonesiaah,indonesia
2816,cumn,cuman
2817,gegra,gegara
2818,brita,berita
2819,fotbar,foto bareng
2820,wajarrr,wajar
2821,sngt,sangat
2822,wk,waktu
2823,bingiittt,banget
2824,nampar,menampar
2825,tukan,tukang
2826,jatoh,jatuh
2827,"muka""",muka-muka
2828,cantik2nya,cantik-cantiknya
2829,sdgkn,sedangkan
2830,"apa""",apa-apa
2831,mancungin,memancungkan
2832,idung,hidung
2833,kusem,kusam
2834,drpada,daripada
2835,kmar,kamar
2836,diemm,diam
2837,tnggu,tunggu
2838,ketawain,mentertawakan
2839,yaelahhh,alah
2840,"sikap""",sikap-sikap
2841,bales,balas
2842,ampuun,ampun
2843,ngejatuhin,manjatuhkan
2844,ngelakuin,melakukan
2845,gedeg,gedek
2846,muka2,muka-muka
2847,eey,eh
2848,kslahan,kesalahan
2849,perhatiam,perhatian
2850,dibiarin,dibiarkan
2851,sbnrny,sebenarnya
2852,trjd,terjadi
2853,mkir,memikir
2854,hny,hanya
2855,apalai,apalagi
2856,bkal,bakal
2857,saat2,saat-saat
2858,nyadar,menyadar
2859,bka,buka
2860,berani2,berani-berani
2861,lucuuuuu,lucu
2862,pipi'y,pipinya
2863,gemmeeezzz,gemas
2864,sukam,suka
2865,menghilangkn,menghilangkan
2866,mnjdkan,menjadikan
2867,mudah2n,mudah-mudahan
2868,stlh,setelah
2869,soalx,soalnya
2870,keche,kece
2871,badaii,badai
2872,btuh,butuh
2873,ktanya,katanya
2874,bebrp,beberapa
2875,sblum,sebelum
2876,santab,santap
2877,salehah,salihah
2878,mikirin,memikirkan
2879,subhannallah,subhanallah
2880,konsul,konsultasi
2881,pengalam,pengalaman
2882,poko,pokok
2883,trun,turun
2884,kuninggg,kuning
2885,pinkkkk,pink
2886,warnany,warnanya
2887,seger,segar
2888,senangat,semangat
2889,msknya,masaknya
2890,kerennnn,keren
2891,ciptain,menciptakan
2892,bagussss,bagus
2893,sayangkuh,sayangku
2894,gans,ganteng
2895,kren,keren
2896,babget,banget
2897,dihh,dih
2898,jadu,jadi
2899,ksyngn,kesayangan
2900,haru,harus
2901,ngingetin,mengingatkan
2902,narik,menarik
2903,"orang""",orang-orang
2904,gokilll,gila
2905,astagaaaa,astaga
2906,hancuuuuuy,hancur
2907,mattihhh,mati
2908,beudd,banget
2909,termiribkan,termiripkan
2910,dngerin,mendengarkan
2911,brrti,berarti
2912,wenakk,enak
2913,nganteng,ganteng
2914,abanggg,abang
2915,seksii,seksi
2916,gtuh,begitu
2917,jadii,jadi
2918,emeezzz,gemas
2919,amohhh,kamu
2920,maau,mau
2921,eyke,aku
2922,gilakkkkk,gila
2923,awk,awak
2924,duhhhhh,duh
2925,wowww,wow
2926,liaatt,lihat
2927,iniiiii,ini
2928,aloh,allah
2929,ngettt,banget
2930,maso,masa
2931,brubah,berubah
2932,pelastik,plastik
2933,keak,kayak
2934,dengerin,mendengarkan
2935,beud,banget
2936,pahamin,memahami
2937,takuuuuut,takut
2938,ahahahanjirrr,anjir
2939,jogetin,berjoget
2940,shaay,say
2941,boker,berak
2942,pacarnyaa,pacarnya
2943,siapaa,siapa
2944,matii,mati
2945,ketawaa,ketawa
2946,wanjiir,anjir
2947,bw,bawa
2948,minta,meminta
2949,bnran,benaran
2950,sgla,segala
2951,uitnya,duitnya
2952,beliiin,belikan
2953,yaaah,ya
2954,sekaeang,sekarang
2955,tgk,tengok
2956,tanyain,tanyakan
2957,jatuhnyaa,jatuhnya
2958,banyakin,membanyaki
2959,tipu2nya,tipu-tipunya
2960,doaang,saja
2961,gituan,begituan
2962,kaj,kak
2963,wahhhhhh,wah
2964,iiiiiiiii,ih
2965,kaliiiiiii,kali
2966,melebihin,melebihi
2967,gakpapa,enggak apa-apa
2968,kalogak,kalo enggak
2969,sm2,sama-sama
2970,ndukung,mendukung
2971,kaaaaa,kak
2972,aamiinnn,amin
2973,skluarga,sekeluarga
2974,suaminga,suaminya
2975,berhijap,berhijab
2976,smgaa,semoga
2977,istiqamah,istikamah
2978,cuaaantikk,cantik
2979,muraaaaah,murah
2980,baraang,barang
2981,aamiiin,amin
2982,bets,banget
2983,alhamdulillaaaaah,alhamdulillah
2984,sembuhin,menyembuhkan
2985,pengrusak,perusak
2986,ngoceh,mengoceh
2987,aduhhh,aduh
2988,hpus,hapus
2989,pjang,pajang
2990,bdampingan,berdampingan
2991,kaga,kagak
2992,uih,uh
2993,"serem""",seram-seram
2994,"happi""",hepi-hepi
2995,bgtuu,begitu
2996,mff,maaf
2997,ktwa,ketawa
2998,trlalu,terlalu
2999,jjur,jujur
3000,ngmg,mengomong
3001,semogaa,semoga
3002,kepelesett,terpeleset
3003,geeelaakk,gila
3004,bolang,bocah petualang
3005,pkek,pakai
3006,lagihh,lagi
3007,hedeuuhh,aduh
3008,stress,stres
3009,saltummmm,salah kostum
3010,mboizzz,bois
3011,suda,sudah
3012,kayaq,kayak
3013,ema,emak
3014,dirumahny,dirumahnya
3015,yuh,tuh
3016,rmbt,rambut
3017,apus,hapus
3018,siapayahh,siapa ya
3019,kostom,kostum
3020,gnii,begini
3021,atuu,satu
3022,pipinyaaa,pipinya
3023,bungkuuuuuuuuusss,bungkus
3024,iiiihhhhhj,ih
3025,emeessss,gemas
3026,pipine,pipinya
3027,glembeeeer,gelambir
3028,lucunaaa,lucunya
3029,cubanget,lucu banget
3030,pengenn,pengin
3031,unyuuk,unyu
3032,dedek,adek
3033,lucunyah,lucunya
3034,mantaaap,mantap
3035,keduaa,kedua
3036,trsrh,terserah
3037,ksih,kasih
3038,seterong,setrong
3039,teyuss,terus
3040,dimasukin,dimasuki
3041,jelekin,menjelekkan
3042,jahatin,menjahati
3043,tai,tahi
3044,gtw,enggak tau
3045,qo,kok
3046,nulis,menulis
3047,nyebutin,menyebutkan
3048,ngertiin,mengerti
3049,rasaiin,rasai
3050,gakusah,enggak usah
3051,disni,disini
3052,sabarrr,sabar
3053,semangaatttt,semangat
3054,nyalahin,menyalahkan
3055,bedainnya,membedakannya
3056,keknya,kayaknya
3057,krus,kurus
3058,elaaaahhhh,alah
3059,cogan,cowok ganteng
3060,tap8,tapi
3061,pandanginya,memandanginya
3062,kenaliiin,kenalkan
3063,banyak2,banyak-banyak
3064,yo,ya
3065,suko,suka
3066,niih,nih
3067,sihhhh,sih
3068,"sebaik""",sebaik-baik
3069,segtu,sebegitu
3070,ngebenci,membenci
3071,bakar2in,bakar-bakari
3072,padhe,pakde
3073,yya,ya
3074,atw,atau
3075,dosa2mu,dosa-dosamu
3076,maafin,memaafi
3077,gile,gila
3078,ujung2,ujung-ujung
3079,dalem2,dalam-dalam
3080,kgak,kagak
3081,bahas2,bahas-bahas
3082,ud,sudah
3083,woles,selow
3084,hianatin,khianati
3085,halangin,halangi
3086,iyuh,ih
3087,iyuuuhhhh,ih
3088,gaje,enggak jelas
3089,gabakal,enggak bakal
3090,adapin,menghadapi
3091,ngehakimi,menghakimi
3092,ngejuangin,memperjuangkan
3093,dipojokin,dipojokkan
3094,bacotin,bacoti
3095,berati,berarti
3096,kebangetak,kebangetan
3097,tangkep,tangkap
3098,bt,buat
3099,sadis2,sadis-sadis
3100,maksir,menaksir
3101,hebatt,hebat
3102,pndang,pandang
3103,pmbelajaran,pembelajaran
3104,ngejelek,menjelekkan
3105,maslah,masalah
3106,mmperbaiki,memperbaiki
3107,nahan,menahan
3108,kafeh,kafe
3109,remang2,remang-remang
3110,mlh,malah
3111,tinggl,tinggal
3112,dirmh,dirumah
3113,iyuuhhh,ih
3114,ktika,ketika
3115,dipuja2,dipuja-puja
3116,ngrasain,merasai
3117,ityl,itil
3118,hbs,habis
3119,marah2,marah-marah
3120,wenak,enak
3121,ngarang,mengarang
3122,kelas'a,kelasnya
3123,hadeeehhh,aduh
3124,"kecil""",kecil-kecil
3125,"gtu""an",begitu-gituan
3126,gmanapun,bagaimanapun
3127,kr,kira
3128,nenek2,nenek-nenek
3129,taux,taunya
3130,urat2nya,urat-uratnya
3131,ketarik,tertarik
3132,ngorbanin,mengorbankan
3133,eksprsi,ekspresi
3134,gitulah,begitulah
3135,"foto""",foto-foto
3136,mamas,mas
3137,bandingin,bandingkan
3138,tua2,tua-tua
3139,terus2an,terus-terusan
3140,waduhh,waduh
3141,"bawa""",bawa-bawa
3142,badingkan,membandingkan
3143,ngurus,mengurus
3144,lanjutin,lanjutkan
3145,ributin,meributkan
3146,brantem,berantem
3147,belain,membela
3148,lipetan,lipatan
3149,"nenek""",nenek-nenek
3150,bneraan,benaran
3151,kageeet,kaget
3152,sangaaattt,sangat
3153,rmbuut,rambut
3154,nt,nanti
3155,walik,balik
3156,oma2,oma-oma
3157,kellen,kalian
3158,nyerocos,mencerocos
3159,ibuk2,ibu-ibu
3160,ngomenin,mengomentari
3161,iseng2,iseng-iseng
3162,niyyyyhhhh,nih
3163,sexi2,seksi-seksi
3164,blik,balik
3165,kenape,kenapa
3166,ladenin,meladeni
3167,skit,sakit
3168,hat,hati
3169,jilbabnye,jilbabnya
3170,ledkin,meledeki
3171,digabtikan,digantikan
3172,jng,jangan
3173,ngumung,mengomong
3174,ilang-in,hilangkan
3175,prinadi,pribadi
3176,luh,lu
3177,yep,ya
3178,helooooo,halo
3179,loe,lo
3180,palingann,palingan
3181,berjinah,berzina
3182,munaafikk,munafik
3183,urusn,urusan
3184,saudra,saudara
3185,trganggu,terganggu
3186,bhijab,berhijab
3187,lepasin,melepas
3188,smentara,sementara
3189,waduhhh,waduh
3190,ursan,urusan
3191,sudab,sudah
3192,dwsa,dewasa
3193,rpt2,repot-repot
3194,ngaji,mengaji
3195,nmr,nomor
3196,romantiz,romantis
3197,murmer,murah meriah
3198,pensaran,penasaran
3199,baru2,baru-baru
3200,yuukk,yuk
3201,kitaaa,kita
3202,lainnyaa,lainnya
3203,perbulannn,perbulan
3204,penyebab2,penyebab-penyebab
3205,nyupir,menyopir
3206,steess,stres
3207,kwatir,kawatir
3208,tengah2,tengah-tengah
3209,duetin,duet
3210,mudaa,muda
3211,sebenernya,sebenarnya
3212,silsturahmi,silaturahmi
3213,dijkt,dijakarta
3214,cums,cuma
3215,undangan2,undangan-undangan
3216,past,pasti
3217,ayukk,yuk
3218,ngucapin,mengucapkan
3219,filmny,filmnya
3220,ntn,menonton
3221,nobar,menonton bareng
3222,kemariin,kemarin
3223,knpp,kenapa
3224,lggi,lagi
3225,gaprgi,enggak pergi
3226,aaahh,ah
3227,pa2,apa-apa
3228,dtunggu,ditunggu
3229,masa2,masa-masa
3230,kepikir,terpikir
3231,seruuu,seru
3232,emeshh,gemas
3233,kaya,kayak
3234,astagaaaaaa,astaga
3235,pacarn,pacaran
3236,ktg,kita
3237,pacaranya,pacarannya
3238,mbaak,mbak
3239,ngalah,mengalah
3240,de,deh
3241,pacarane,pacarannya
3242,rusakkk,rusak
3243,yaaampunnn,ya ampun
3244,tuwek,tua
3245,mukae,mukanya
3246,ultahe,ultahnya
3247,kliatanya,kelihatannya
3248,pcaranya,pacarannya
3249,bermaksut,bermaksud
3250,tampialannya,tampilannya
3251,nikaah,nikah
3252,"anak""",anak-anak
3253,pankapan,kapan-kapan
3254,ngumbar,mengumbar
3255,dhpusin,dihapuskan
3256,istiqomah,istikamah
3257,mnutup,menutup
3258,bngatt,banget
3259,dii,di
3260,ooh,oh
3261,hapusin,hapuskan
3262,lohhh,loh
3263,ngeuh,engah
3264,sneng,senang
3265,mutusin,memutuskan
3266,ngapus,menghapus
3267,awl,awal
3268,hrus,harus
3269,bngkit,bangkit
3270,mncoba,mencoba
3271,wahhh,wah
3272,mutuain,memutuskan
3273,smw,semua
3274,geuliiiiiiis,geulis
3275,euyyyyy,euy
3276,uuh,uh
3277,ngirim,mengirim
3278,ngidam,mengidam
3279,waah,wah
3280,sampis,sampah habis
3281,maapin,maafi
3282,ngebala,bala
3283,mampuussss,mampus
3284,diihhhh,dih
3285,hrusnya,harusnya
3286,sabal,sabar
3287,udahlah,sudahlah
3288,kauuuu,kau
3289,sabaro,sabar
3290,eehhh,eh
3291,iiii,ih
3292,kreative,kreatif
3293,bangrt,banget
3294,azekkkk,asik
3295,kuaaatt,kuat
3296,bhet,banget
3297,inggrisny,inggrisnya
3298,dsna,disana
3299,iyaap,iya
3300,mksih,terima kasih
3301,nga,tidak
3302,canyk,cantik
3303,prodac,produk
3304,nyesell,menyesal
3305,ciyusss,serius
3306,cyin,cinta
3307,bangetttttttt,banget
3308,sexi,seksi
3309,bundaaaa,bunda
3310,bangget,banget
3311,bettt,banget
3312,cantiiillx,cantik
3313,brapa,berapa
3314,alaami,alami
3315,sabaarrr,sabar
3316,cantiiiikk,cantik
3317,bangeeeeetttt,banget
3318,cannntikk,cantik
3319,banggett,banget
3320,thnan,tahunan
3321,cuantik,cantik
3322,segerr,segar
3323,wouww,wow
3324,cantiiikkk,cantik
3325,pen,pengin
3326,catokin,catok
3327,ikut2an,ikut-ikutan
3328,comment2nya,komentar-komentarnya
3329,teman2,teman-teman
3330,besar2an,besar-besaran
3331,knsul,konsultasi
3332,brhasil,berhasil
3333,hilangin,menghilangkan
3334,kontak2,kontak-kontak
3335,dptnya,dapatnya
3336,applikasi,aplikasi
3337,kereeeeen,keren
3338,bngeet,banget
3339,gemesinnnnn,menggemaskan
3340,ongkiir,ongkir
3341,ajaibbbbb,ajaib
3342,saayyyyy,say
3343,lohhhh,loh
3344,ganteung,ganteng
3345,bhgia,bahagia
3346,iiiiiiiiii,ih
3347,lucuukk,lucu
3348,keciil,kecil
3349,yakinn,yakin
3350,pentass,pentas
3351,ngarep,mengharap
3352,lucu2,lucu-lucu
3353,testinya,testimoninya
3354,mengirusi,mengurusi
3355,khdpn,kehidupan
3356,ngelawan,melawan
3357,betuuuuulllllllllllllllll,betul
3358,bisax,bisanya
3359,klmbutan,kelembutan
3360,seburuk2,seburuk-buruk
3361,diingetin,diingatkan
3362,ngeriiiiii,ngeri
3363,nich,nih
3364,akhlah,akhlak
3365,elo2,lo-lo
3366,mandiin,memandikan
3367,nguburin,menguburkan
3368,ngebedain,membedakan
3369,urusanny,urusannya
3370,tuhanny,tuhannya
3371,brtngkar,bertengkar
3372,pndapat,pendapat
3373,looh,loh
3374,sharusnya,seharusnya
3375,mngkannya,mangkanya
3376,nyia2in,menyia-nyiakan
3377,brarti,berarti
3378,mndpat,mendapat
3379,kpuasan,kepuasan
3380,sgampang,segampang
3381,mlepaskan,melepaskan
3382,trll,terlalu
3383,sndr,sendiri
3384,sellow,selow
3385,sbbrnya,sebenarnya
3386,kasar2,kasar-kasar
3387,semangattt,semangat
3388,testi,testimoni
3389,banyaak,banyak
3390,bujukk,bujuk
3391,d.apa,diapa
3392,apain,apai
3393,dsar,dasar
3394,benetaran,benaran
3395,bneran,benaran
3396,si,sih
3397,kraya,karya
3398,brg,bareng
3399,ngebantu,membantu
3400,janjutin,lanjutkan
3401,kepppoin,kepoi
3402,recommendasi,rekomendasi
3403,btulan,betulan
3404,kha,kah
3405,s,si
3406,tutupin,menutupi
3407,wik,wig
3408,ithu,itu
3409,botakin,botaki
3410,botakkkk,botak
3411,bnrn,benaran
3412,week,wig
3413,gawul,gaul
3414,modes,modis
3415,brayyy,bray
3416,kcantikan,kecantikan
3417,bronis,brondong manis
3418,gapunya,enggak punya
3419,bkln,bakalan
3420,kecantikanga,kecantikannya
3421,hiii,hai
3422,piiiilih,pilih
3423,deeh,deh
3424,zama,zaman
3425,gnti,ganti
3426,nmnya,namanya
3427,tapo,tapi
3428,gkk,tidak
3429,petinggi2,petinggi-petinggi
3430,wota2,wota-wota
3431,indefendet,independen
3432,tempat2,tempat-tempat
3433,taik,tahi
3434,yuuuukkk,yuk
3435,dituutup,ditutup
3436,ngayal,mengkhayal
3437,smvk,sempak
3438,knyataan,kenyataan
3439,njrittt,anjir
3440,selmt,selamat
3441,taz,atas
3442,klhran,kelahiran
3443,pertma,pertama
3444,kelahuran,kelahiran
3445,pertamany,pertamanya
3446,mamax,mamanya
3447,ankx,anaknya
3448,cantip,cantik
3449,klahiran,kelahiran
3450,slmat,selamat
3451,mmbanggakan,membanggakan
3452,ortuny,orang tuanya
3453,selmat,selamat
3454,bnda,bunda
3455,nyah,nya
3456,prtamax,pertamanya
3457,moqa,moga
3458,yq,yang
3459,brbakti,berbakti
3460,gewlaaaaa,gila
3461,basodaraa,bersaudara
3462,hargs,harga
3463,perhatiin,perhatikan
3464,abal2,abal-abal
3465,bantuim,bantu
3466,adl,adalah
3467,pelwak,pelawak
3468,suces,sukses
3469,sucses,sukses
3470,garemin,garami
